word,synonym,antonym
دزد,"['جیببر', 'حرامی', 'راهزن', 'سارق', 'شبرو', 'طرار', 'عیار', 'غارتگر', 'قاطعالطریق', 'قطاعالطریق', 'دستکج', 'کجدست', 'دستکج', 'جیببر', 'مختلس', 'اختلاسکننده', 'رهزن', 'راهبر', 'قاطعالطریق', 'شبرو', 'قطاعالطریق', 'راهزن']",nothing
حکیم,"[' عارف', 'فیلسوف  دانشپژوه', 'دانشمند', 'دانشور', 'عالم', 'فاضل', 'فرجاد  پزشک', 'حکیمباشی', 'طبیب  عاقل', 'فرزانه', 'دانا ', 'دکتر', 'فلسفهدان', 'فیلسوف', 'نبضشناس', 'فرجاد', 'پزشک', 'دانشور', 'فرزانه', 'طبیب', 'خردپیشه', 'درمانگر']","[' جاهل', 'بیمار', 'مریض']"
بندۀ,"['مربوب', 'چاکر', 'خدایگان', 'مملوک', 'حر', 'خواندگار', 'عبد', 'مخلوق', 'آزاده']",nothing
ام,"[' مادر', 'مام', 'والده  اصل', 'مایه ']","[' اب', 'پدر', 'خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی']"
نزد,"['برابر', 'پیش', 'پیش', 'جلو', 'حضور', 'درحضور', 'روبرو', 'زی', 'عند', 'مقابل', 'نزدیک']","['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز']"
فضل,"[' بینش', 'حکمت', 'دانایی', 'دانش', 'علم', 'فرهنگ', 'کمال', 'معرفت ۲. برتری', 'رجحان ۳. افزونی', 'زیادت ۴. احسان', 'بخشش', 'کرم', 'منت', 'منقبت', 'خردمندی', 'منت', 'فیض', 'نبل', 'دانش', 'بینش', 'کمال', 'برتری', 'فرهنگ', 'بخشش']",nothing
عصا,"['چوبدستی', 'خیزران', 'چوبدست، چوبدست', 'چوبدستی، چوبدستی', 'خیزران']",nothing
دریای,['محیط'],nothing
استخوان,"[' استه', 'عظم ۲. اصل', 'پایه ۳. نژاد', 'نسل', 'عظم']",nothing
نایب,"['پیشکار', 'جانشین', 'خلیفه', 'دستیار', 'ستوان', 'قایممقام', 'مباشر', 'معاون', 'وکیل', 'قائممقام', 'قایممقام', 'دستیار', 'جانشین', 'مباشر', 'معاون', 'پیشکار', 'وکیل']",nothing
منافق,"[' دورو', 'ریاکار', 'مزور ', 'دورنگ', 'دورو', 'ریاکار', 'ناپارسا']","[' صادق  غماز  کافر', 'مزور', 'کافر']"
مدح,"['آفرین', 'تحسین', 'تکریم', 'تمجید', 'مدحت', 'ثنا', 'ستایش', 'مدیح', 'مدیحه', 'منقبت', 'نعت ', 'مدحت', 'مدیح', 'نعت']","[' قدح', 'تقریظ', 'ذم', 'هجویه', 'قدح', 'مداح', 'ستودن', 'بیغار']"
پیری,"['سالخوردگی', 'سالمندی', 'شیخوخیت', 'کبر', 'کهنسالی', 'هرم ', 'کهولت', 'کهنسالی']","[' شباب', 'جوانی', 'شباب', 'کودکی', 'برنایی', 'بچگی', 'نوجوانی', 'سالخوردگی سالخوردگی', 'شیب']"
قدرت,"[' توان', 'زور', 'قوت', 'قوه', 'نیرو  استطاعت', 'تاب', 'توانایی', 'طاقت', 'وسع  زبردستی', 'مقاومت', 'نیرومندی', 'هنگ', 'یارا  استیلا', 'اقتدار', 'تسلط', 'سلطه  تاثیر', 'نفوذ', ' انرژی  عظمت', 'کبریا ', 'نفاذ', 'دسترس', 'انرژی', 'اقتدار', 'یال', 'دست', 'استیلا', 'امکان']","[' ضعف', 'ملکه']"
وعده,"[' بشارت', 'مژده', 'نوید  بشارت', 'مژده', 'نوید  پیمان', 'عهد', 'قرار', 'قول', 'میثاق  دعوت', 'میعاد  موعد', 'مهلت  بار', 'دفعه', 'مرتبه ', 'ضمان', 'مژده', 'قول', 'مهلت']","[' وعید', 'خطونشان کشیدن', 'خطونشان', 'دعوت']"
مردان,['رجال'],['اناث']
کمتر,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز', 'خاطی']",nothing
گفتار,"['بیان', 'تکلم', 'سخن', 'عرض', 'کلام', 'گفتمان', 'گفت', 'مثل', 'نطق', 'واج ', 'گفتمان', 'نبا', 'گفت', 'مقالات', 'کلام', 'مقوله', 'سخن']","[' شنیدار', 'حرکات']"
ذره,"[' ذر ۲. مورچه', 'ملکول']",nothing
درست,"[' راست', 'صحیح  استوار', 'تمام', 'کامل  تندرست', 'سالم  حق', 'حقیقی', 'صواب', 'واقع  امین', 'درستکار', 'صائب', 'موثق ', 'صائب', 'عینا', 'بجا']","[' خطا', 'پراشتباه', 'غیرصحیح', 'تعمیر کردن', 'حقه']"
افسوس,"['آوخ', 'آه', 'اسف', 'تاسف', 'تحسر', 'تلهف', 'حسرت', 'حیف', 'دریغ', 'واویلا', 'واحسرتا', 'هیهات', 'ایدریغ', 'واحسرتا', 'لهف', 'واویلا', 'وااسفا', 'دریغا', 'آوخ', 'اسف', 'وای', 'هیهات', 'حیف', 'سخره']",nothing
یاری,"[' اعانت', 'امداد', 'حمایت', 'خلط', 'دستگیری', 'رفاقت', 'عون', 'غوث', 'کمک', 'مدد', 'مساعدت', 'مظاهرت', 'معاضدت', 'معاونت', 'همدستی', 'همراهی', 'یاوری  دوستی', 'مصادقت', 'مواسات', 'معونت', 'معونت', 'اعانت', 'همراهی', 'همنفسی', 'معاضدت', 'فریادرسی']",['مدد خواستن']
لایق,"['ارزنده', 'باکفایت', 'باوجود', 'برازنده', 'درخور', 'زیبنده', 'سزاوار', 'شایان', 'شایسته', 'شایسته', 'صلاحیتدار', 'قابل', 'مستحق', 'مستعد ', 'کاربر', 'خورند', 'فراخور', 'مستوجب', 'چار', 'برازنده']","[' نالایق', 'بیقابلیت', 'صلاحیتدار', 'باوجود', 'بیلیاقت', 'باعرضه', 'باکفایت']"
شرط,"['پیمان', 'عهد', 'قرار', 'نذر', 'نذر', 'پیمان', 'عهد']",['سبق']
نیستی,"['اضمحلال', 'تباهی', 'زوال', 'عدم', 'فقر', 'فنا', 'لاوجود', 'مرگ', 'نابودی', 'نبود', 'نیست', 'هلاکت ', 'لاوجود', 'فنا', 'هلاکت', 'نیست', 'نابودی', 'اضمحلال', 'زوال']","[' هستی', 'نبود', 'بود', 'عدم', 'وجود', 'هستی']"
قرین,"[' انیس', 'محشور', 'مصاحب', 'مقارن', 'مقرب', 'مقرون', 'ندیم', 'همنشین', 'یار  بسان', 'سان', 'شبیه', 'عدیل', 'مانند', 'مثل', 'نظیر', 'وش', 'همال', 'همتا', 'عدیل', 'مقرون', 'بسان', 'همتا', 'محشور', 'ندیم', 'اخت']","['متقارن', 'تقارن']"
نفاق,"['اختلاف', 'تفرقه', 'دشمنی', 'دورویی', 'ریا', 'سالوس', 'شقاق', 'عناد', 'منافقت', 'ناسازگاری ', 'منافقت', 'ریاکاری', 'عناد', 'اختلاف']","[' وفاق', 'دورویی', 'بیریایی', 'همدلی', 'ریا', 'تفرقه', 'وفاق', 'ناسازگاری']"
لاله,"[' آلاله', 'شقایق ۲. احمر', 'سرخ', 'آلاله', 'شقایق', 'لالهنعمان']",nothing
جد,"[' اسلاف', 'پدربزرگ', 'سلف', 'نیا', 'نیاکان  بزرگی', 'عظمت  بهره', 'حظ', 'نصیب  بخت', 'نیکبختی  بینیازی', 'توانگری', ' پافشاری', 'تکاپو', 'جدیت', 'جهد', 'سعی', 'مداومت', 'مساعی  جدی ', 'انهماک', 'پدربزرگ', 'نیاک', 'نیا', 'بابابزرگ', 'مساعی', 'جدیت']","[' هزل', 'شوخی', 'جوک', 'سخریه', 'لعب', 'جده', 'سبط']"
گام,"[' پا', 'خطوه', 'قدم', 'مشی ۲. افسار', 'دهنه', 'لجام', 'لگام', 'خطوه', 'قدم', 'پا']",nothing
مانع,"[' بازدارنده', 'جلوگیر', 'رادع', 'مخل', 'مزاحم ۲. بند', 'سد ۳. حاجز ۴. حایل ۵. عایق ۶. محظور', 'محذوریت ۷. مشکل', 'ایراد', 'خارراه', 'جلوگیر', 'کارشکن', 'بازدارنده']",nothing
طریق,"[' جاده', 'راه', 'سبیل', 'سلک', 'صراط', 'گذرگاه', 'ممر', 'معبر  روش', 'طور', 'گونه', 'متد', 'منوال', 'نحو', 'وجه  مذهب', 'مسلک', 'نحله  پیشه', 'حرفه', 'کار  عادت', 'خو  راه', 'نغمه', 'سرود  سبک', 'طرز  قاعده', 'قانون', 'هنجار']","['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز']"
غرور,"[' تفاخر', 'تفرعن', 'تکبر', 'خودخواهی', 'خودبزرگبینی', 'خودپسندی', 'خودبینی', 'خودستایی', 'خویشتنبینی', 'فخر', 'کبر', 'منیت', 'نخوت  جوش ', 'خودبزرگبینی', 'عجب', 'خودخواهی', 'منیت', 'خودپسندی', 'خودستایی', 'فخر']","[' خضوع', 'خضوع', 'افتادگی', 'شکستهنفسی', 'خاکساری', 'سرمستی', 'فروتنی']"
خموش,"[' خاموش', 'بیفروغ', 'ناروشن', 'منطفی  آرام', 'بیصدا', 'خمود', 'ساکت', 'صامت ', 'ساکت']","[' شلوغ', 'گویا', 'خمود', 'خامد', 'خاموش', 'بیروح']"
فرخ,"[' خجسته', 'خوشیوم', 'سعد', 'فرخنده', 'مبارک', 'میمون', 'همایون  تابان', 'درخشان', 'رخشنده  زیبا', 'مفخم ', 'فرخنده', 'مبارک', 'میمون']","[' مشئوم', 'خجسته']"
میخانه,"['کاباره', 'مشروبفروشی', 'میکده', 'رسومات', 'شرابخانه', 'شرابکده', 'خرابات', 'خمخانه، خمخانه', 'مصطبه']",nothing
صراحی,"['بط', 'پیاله', 'پیمانه', 'تنگ', 'جام', 'ساتکین', 'شیشه', 'قدح', 'قرابه', 'قرابه', 'پیمانه', 'بط', 'صبوحی', 'قدح', 'باردان', 'پیاله', 'تنگ', 'ساتگین', 'جام', 'جامه']",nothing
بیگانه,"['اجنبی', 'خارجی', 'غریب', 'غریبه', 'غیر', 'متنکر', 'ناآشنا', 'ناشناس', 'نامحرم ', 'غریبه', 'نامحرم', 'ناشناس']","[' آشنا', 'خودی', 'محرم', 'خارجه', 'آشنا', 'معرب', 'اجنبی', 'خودی', 'خارج', 'ناآشنا', 'بیرونی']"
وار,"[' سان', 'شبه', 'گون', 'وش ۲. گز', 'یارد ۳. عادت ۴. آیین', 'راه', 'رسم', 'روش ۵. دوره', 'موسم', 'نوبت', 'شبه']",nothing
ناز,"[' ادا', 'اطوار', 'دلال', 'شیوه', 'عشوه', 'غمزه', 'غنج', 'قر', 'کرشمه  جمیل', 'خواستنی', 'دلجو', 'ظریف', 'قشنگ', 'محبوب', 'نازنین  تفاخر', 'فخر', 'نازش  دلجویی', 'ملاطفت', 'نوازش  آسایش', 'رفاه', 'نعمت ', 'اخمناز', 'ادلال', 'دلجویی', 'کرشمه', 'عشوه', 'غمز', 'غمزه', 'شادکامی', 'فخر']","[' نیاز', 'دلجو', 'پریپیکر']"
بنیاد,"[' بن', 'بیخ', 'پایه', 'ته  اصل', 'ریشه  بنلاد', 'بنیان', 'پی', 'شالده', 'شالوده  اساس', 'قاعده', 'مبنا  سازمان', 'موسسه', 'شالده', 'موسسه', 'مبنا', 'ریشه', 'سنخ', 'شالوده', 'اساس']",['بیخ']
عزم,"['آهنگ', 'اراده', 'تصمیم', 'عزیمت', 'قصد', 'نقشه', 'نیت', 'تصمیم', 'اراده', 'خواست', 'مشیت', 'عزیمت', 'قصد']",['ساز کردن']
عجز,"['استیصال', 'اضطرار', 'بیچارگی', 'درماندگی', 'زبونی', 'سستی', 'ناتوانی', 'ناچاری', 'اضطرار', 'فروماندگی', 'استیصال', 'زبونی', 'ناتوانی']",['مسکنت']
می‌برد,"['زمهریر', 'باخت', 'حر', 'سرما', 'بردن']",nothing
ظلم,"['آزار', 'اجحاف', 'اعتساف', 'بغی', 'بیدادگری', 'بیداد', 'تطاول', 'تعدی', 'جبر', 'جفا', 'جفا', 'جور', 'ستم', 'ستمگری', 'غدر', 'مظلمه ', 'بیرسمی', 'سختدلی']","[' مهر', 'تعسف', 'دادگری', 'بیانصافی', 'بیداد', 'تعدی کردن', 'حیف', 'ستم کشیدن']"
ابرو,"['عزت', 'احترام']",nothing
بهار,"[' آبسال', 'آبسالان', 'بهاران', 'ربیع', 'نوبهار ']","[' پاییز  شکوفه  بتخانه', 'بتکده', 'بهاران', 'برگریزان برگریزان', 'خریف', 'ربیع', 'بادبیز', 'خزان', 'مهرگان']"
حلال,"[' جایز', 'روا', 'شایست', 'مباح', 'مجاز', 'مشروع ', ' حلکننده', ' گرهگشا', 'گشاینده', 'گرهگشا', 'مباح', 'شایست', 'مشروع', 'حلیل']","[' حرام  بوریا', 'مباح شدن', 'محلول']"
لطیف,"[' ظریف', 'نازک  ترد', 'شکننده  زیبا', 'گلاندام', 'گلپیکر', 'نازکاندام', 'نازکبدن', 'نازکتن  شیرین', 'نغز  ریز', 'ریزه', 'سبک ', 'نازکبدن', 'نازکتن', 'نازکاندام', 'تازهجوان', 'نازپرورده', 'ظریف']","[' زمخت', 'ضخیم', 'کلفت', 'زمخت', 'ترد', 'ضخیم', 'کلفت']"
عنقا,"['سیمرغ', 'سیرنگ', 'سیمرغ', 'رخ']",nothing
صحرا,"['بادیه', 'بیابان', 'تیه', 'دشت', 'راغ', 'فلات', 'وادی ', 'راغ', 'برهوت', 'بریه', 'دشت', 'عرصه', 'فلات', 'بادیه', 'بیابان', 'وادی']","[' باغ', 'حدیقه', 'بستان', 'تیه']"
پیمان,"['تعهد', 'شرط', 'ضمان', 'عهد', 'قرارداد', 'قول', 'معاهده', 'مقاطعه', 'مقاوله', 'میثاق', 'وعده', 'شرط', 'کنترات', 'معاهده', 'مقاطعه', 'تعهد', 'ضمان', 'قرارداد']",nothing
بیداری,"[' سمر', 'یقظت', 'یقظه  آگاهی', 'انتباه', 'هوشیاری  رستاخیز', 'نهضت ', 'شبگیری', 'تهجد', 'انتباه', 'رستاخیز', 'رستخیز']","[' غفلت', 'خفت', 'رویا', 'نوم', 'یقظه', 'خفتن']"
غلط,"['اشتباه', 'خبط', 'خطا', 'سقط', 'سقیم', 'سهو', 'مغلوط', 'نادرست', 'ناصحیح ', 'غیرصحیح', 'مغلوط', 'ناصحیح', 'اشتباه', 'خبط', 'سقیم']","[' درست', 'صحیح', 'حقیقی', 'سهو']"
هجر,"['جدایی', 'دوری', 'فراق', 'مفارقت', 'هجران ', 'فراق', 'فرقت', 'مفارقت', 'جدایی', 'دوری']","[' وصل', 'هجران', 'وصل']"
زیبا,"[' پریچهر', 'پریرو', 'جمیل', 'خوبرو', 'خوبصورت', 'خوشاندام', 'خوشگل', 'خوشمنظر', 'رعنا', 'زیبارو', 'شیک', 'صبیح', 'ظریف', 'قشنگ', 'لطیف', 'لعبت', 'مطبوع', 'مقبول', 'ملیح', 'نازنین', 'نیکمنظر', 'نیکورو', 'وجیه', 'وسیم  باطراوت', 'تماشایی', 'خوش', 'شکیل ', 'مهپیکر', 'شیک', 'چشمنواز', 'زیبارو', 'صبیح', 'نیکورو', 'خوشتراش', 'شکیل']","[' زشت', 'خوشترکیب', 'حسن', 'خوشفرم', 'کریهالمنظر']"
تدبیر,"['پایاننگری', 'تمهید', 'چاره', 'چارهاندیشی', 'حزم', 'درایت', 'رایزنی', 'سیاست', 'شگرد', 'کیاست', 'مشورت', 'مشی', 'وسیله', 'رایزنی', 'شگرد', 'مشورت', 'درایت', 'چارهجویی', 'کیاست', 'حزم', 'تاکتیک', 'چارهسازی']",nothing
وحشی,"[' دد', 'درنده', 'سبع  بربر', 'بیفرهنگ', 'رمنده', 'سرکش', 'غیرمتمدن', 'نافرهیخته ', 'درنده', 'درندهخو']","[' اهلی', 'دستآموز', 'نامتمدن', 'دد', 'خوگر', 'سبع', 'غیرمتمدن', 'بربر', 'نافرهیخته', 'اهلی']"
بصر,"[' چشم', 'دیده', 'عین ۲. بینایی ۳. بینش', 'دید', 'آگاهی']",nothing
سرم,['خونابه'],nothing
شهری,"[' شهرنشین  ولایتی ', 'شهرنشین', 'متمدن']","[' روستایی', 'سیویل', 'بدوی', 'مدنی', 'بورژوا', 'ولایتی', 'بیابانگرد', 'بیابانی']"
حبیب,"[' خلیل', 'دوستدار', 'دوست', 'رفیق', 'محب  محبوب', 'معشوق', 'یار ', 'دوستدار', 'خلیل', 'رفیق', 'محب', 'دوست', 'محبوب']","[' دلازار', 'رقیب  ولی ', 'عدو']"
اسب,"['ادهم', 'ارغون', 'باره', 'توسن', 'دابه', 'سمند', 'فرس', 'مرکب', 'چرمه', 'سمند', 'فرس', 'بارگی']",['مهتر']
وجه,"[' چهره', 'رخ', 'رخسار', 'روی', 'صورت ۲. جور', 'روش', 'شکل', 'طریق', 'طریقه', 'طور', 'منوال', 'نمط', 'وضع ۳. بودجه', 'پول', 'دینار', 'سرمایه', 'مبلغ', 'نقدینه ۴. جانب', 'سمت', 'سو', 'طرف ۵. حالت ۶. دلیل', 'سبب', 'علت', 'اسکناس', 'بودجه', 'پیسه', 'نقدینه', 'رخسار', 'رخساره', 'دینار', 'عذار']",nothing
هفت,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز', 'خاطی']",nothing
فر,"[' تاب', 'چین', 'شکن', 'کرس ۲. تازگی', 'طراوت', 'نوی ۳. دلال', 'غنج', 'کرشمه', 'ناز ۴. تنور', 'تنوره', ' جلال', 'شان', 'شکوه', 'شوکت ۲. فروغایزدی', 'لمعه ۳. حسن', 'زیبایی', 'جاهوجلال', 'جلالت', 'شکن', 'فره', 'حشمت', 'شان', 'شکوه', 'شوکت', 'کبریا', 'اورنگ', 'جاه']",nothing
قلب,"[' دل', 'فواد  باطن خاطر', 'ذهن  بدل', 'تقلبی', 'شهروا', 'قلابی', 'ناسره  مرکز', 'میان', 'وسط  تقلب  تحریف', 'فواد', 'دگرگونسازی', 'میمنه', 'تقلب', 'شهروا', 'بدلی', 'ناسره', 'قلابی']",['تحریف']
رسوا,"[' انگشتنما', 'بدنام', 'بیآبرو', 'بیحرمت', 'بیحیا', 'روسیاه', 'لجنمال', 'مفتضح', 'مهتوک', 'ننگین ۲. افشا', 'برملا', 'علنی', 'فاش', 'لو', 'لجنمال', 'روسیاه', 'ننگآور', 'لکهدار', 'مفتضح', 'ملکوک', 'بدنام']",nothing
صحت,"[' بهبود', 'تشفی', 'شفا  بهداشت', 'تندرستی', 'سلامت', 'صحه  درستی', 'راستی', 'واقعیت ', 'بهداشت', 'واقعیت', 'درستی', 'تندرستی', 'صحه', 'شفا', 'تشفی']","[' بیماری', 'عارضه  سقم', 'سقم', 'دردمندی', 'مرض', 'بیماری']"
عز,"['احترام', 'حرمت', 'عزت ', 'عزت', 'احترام', 'حرمت']","[' ذل', 'خواری']"
دانش,"['اندیشه', 'بینش', 'حکمت', 'خرد', 'دانایی', 'شناخت', 'علم', 'فرهنگ', 'فضل', 'معرفت ', 'دانایی', 'علم', 'خرد', 'شناخت', 'بینش', 'فضل', 'معرفت', 'فرهنگ']","[' جهل', 'جهل', 'تاریکی', 'تحصیل']"
معذور,"[' پوزشخواه ۲. بخشوده', 'معاف ۳. قاعده', 'رگل', 'عادت ماهانه', 'پوزشخواه']",nothing
