word,synonym,antonym
بهره,"[' برخه', 'بهر', 'حصه', 'سهم', 'قسمت', 'نصیب  بخش  سود', 'صرفه', 'فایده', 'نتیجه  ربح', 'سود', 'مزد', 'منفعت', 'نفع  حظ  حاصل', 'محصول  حاصلقسمت  حقمالک', 'سهمیه', 'نوال', 'ربح']",['صرفه']
برهان,"['بینه', 'حجت', 'دلیل', 'فرنود', 'فرنود', 'استدلال', 'بینه', 'حجت']",nothing
عشرت,"[' خوشگذرانی', 'عیش', 'کامرانی', 'ملاهی ۲. خوشی', 'شادی', 'طرب', 'نشاط', 'عیشونوش', 'طرب', 'ملاهی', 'نشاط', 'خوشی', 'عیش', 'شادی']",nothing
سکون,"[' ایستایی', 'توقف', 'ثبات', 'خموشی', 'رکود', 'فترت', 'وقفه ', 'خموشی', 'رکود', 'فترت', 'درنگ']","[' تحرک  آرام', 'آرامش', 'آسایش', 'قرار  آرمیدن', 'قراریافتن', 'ایستایی', 'وول', 'ناآرامی', 'تکان', 'حرکت', 'تشنج', 'تشویش', 'سکوت', 'صامت']"
مادری,['امی'],nothing
عاشق‌تر,"['خاطرخواه', 'مفتون کردن', 'مشتاق شدن', 'مشتاق کردن', 'مفتون شدن']",nothing
دریده,"[' بیادب', 'بیحیا', 'گستاخ', 'وقیح', 'هتاک  پاره', 'چاک', 'شکافته', 'گسیخته ', 'شوخچشم', 'شوخدیده', 'گسیخته', 'ارقه', 'هتاک', 'بیحیا', 'بیشرم', 'پار', 'وقیح', 'گستاخ']",[' مودب']
تسخر,"[' استهزا', 'ریشخند', 'مسخره ۲. استهزا کردن', 'ریشخند کردن', 'مسخره کردن']",nothing
دلاله,['پاانداز'],nothing
عیب‌ها,"['نارسایی', 'طعن کردن']",nothing
شمن,['طاغوت'],nothing
کبریا,"['بزرگواری', 'بزرگی', 'جبروت', 'جلال', 'حشمت', 'شان', 'شکوه', 'شوکت', 'عظمت', 'فر', 'قدرت', 'کلانی', 'هیبت ', 'کلانی', 'بزرگواری', 'حشمت', 'شان', 'شکوه', 'شوکت', 'جلال', 'عظمت', 'هیبت']","[' حقارت', 'کوچکی', 'جبروت', 'قدرت']"
خداوندی,[' الهی ۲. پادشاهی'],nothing
گنبد,"['قبه', 'قبه']",nothing
فایض,"[' فیاض', 'فیضرسان ۲. سرشار', 'لبریز', 'فیاض', 'فیضرسان', 'سرشار']",nothing
قطب,"[' مردکامل', 'مرشد  مرکز  پیشوا', 'رئیس', 'مقتدا', 'مهتر ', 'مرشد', 'دستگیر', 'محور', 'پیر']","[' مرید', 'امام']"
ادهم,"[' اسب', 'فرس', '۲. بند', 'قید ۳. تیره', 'سیاه', 'فرس', 'اسب']",nothing
کرده‌ای,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز']",nothing
آورده‌ای,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز']",nothing
لحد,"['آرامگاه', 'خاکجا', 'قبر', 'گور', 'مرقد', 'مزار', 'مقبره ', 'مقبره', 'قبر', 'مزار', 'آرامگاه', 'گور', 'مرقد', 'تنگنا']",[' مهد']
خاک‌ها,"['طین', 'ثری', 'تراب']",nothing
آینده,"[' آتی', 'آتیه', 'آجل', 'بعدی', 'مستقبل  واردشونده ', 'مضارع', 'آتی', 'آتیه', 'آجل']","[' گذشته', ' رونده', 'ماسلف', 'بعدی', 'مستقبل', 'مسبوق', 'طاری']"
اندیشه‌ها,"['تفکر', 'تصور', 'باک داشتن']",nothing
اندیشه‌ای,"['تفکر', 'تصور']",nothing
هل,['کاکل'],nothing
جنایت,"[' بزه', 'جرم', 'خلاف', 'گناه  آدمکشی', 'جنحه', 'قتل', 'آدمکشی آدمکشی', 'جنحه', 'قتل', 'گناه', 'جرم']","['تبهکاری تبهکاری', 'بزه']"
آنکه‌گر,['سودایی'],nothing
عامه,"[' همگان', 'همه  توده', 'خلق', 'عموم  اهلسنت ']",[' خاصه']
ظریف,"[' خوشگل', 'زیبا', 'قشنگ', 'لطیف', 'ملوس', 'ناز', 'نازک', 'نازنین  خوشطبع', 'شوخ', 'نکتهدان', 'نکتهسنج', 'نکتهگیر  باریکاندام', 'لاغراندام', 'نکتهدان', 'نازکبدن', 'نازکتن', 'نقلی', 'نکتهسنج', 'ملوس', 'نازنین', 'خوشطبع']","['بیظرافت', 'ترد']"
ریا,"['تزویر', 'تظاهر', 'حیله', 'دورویی', 'ریو', 'زرق', 'سالوس', 'شایبه', 'ظاهرنمایی', 'فریب', 'نفاق ', 'دورویی', 'زرق', 'تظاهر', 'نفاق', 'تلبیس', 'حیله', 'سالوس', 'فریب', 'تزویر']","[' صدق', 'اخلاص']"
حقیر,"[' پست', 'دون', 'ذلیل', 'رذل', 'فرومایه', ' بیقدر', 'خوار', 'خوارمایه  اندک', 'خرد', 'خفیف', 'کوچک  ناقابل', 'ناکس  کمهمت  بنده', 'اینجانب', 'من  کمارزش', 'کمهمت', 'سفیل', 'دنی', 'ذلیل', 'ضعیفالنفس', 'رذل', 'سفله', 'کمینه', 'لاک', 'محقر']","['نازل', 'تصغیر', 'فرودست']"
زنده‌اند,"['میرنده', 'درگذشته', 'موجود', 'جاندار', 'حی', 'مستقیم', 'میت', 'حیه', 'بودن']",nothing
روانه,"[' اعزام', 'گسیل ۲. راهی', 'رونده', 'عازم', 'گسیل', 'ارسال', 'اعزام', 'روان']",nothing
کوه‌ها,['مرتفع'],nothing
سمک,"['حوت', 'ماهی', 'نون', 'ماهی']",['سقف']
حجابی,['محجبه'],nothing
حادث,"[' تازه', 'جدید', 'نو ']","[' قدیم  اتفاق', 'پیشامد', 'واقع', 'وقوع  آفریده ', 'حدوث']"
فاسد,"[' تبهکار', 'ضال', 'طالح', 'فاجر', 'فاسق', 'گمراه', 'مخبط', 'منحرف', 'منحط', 'ناخلف', 'هرزه', 'هرزهکار  تباه', 'خراب', 'ضایع', 'معیوب', 'ناسالم  پوسیده', 'گندیده', 'لهیده', 'له  باطل', 'غلط ', 'معیوب', 'بدراه', 'ناخلف', 'تباهکار']","[' سالم', 'صالح', 'گند', 'بدکنش', 'بغا']"
عبث,"['باطل', 'بیثمر', 'بیفایده', 'بینفع', 'بیهوده', 'حرفمفت', 'مزخرف', 'هدر', 'هرز', 'هرزه', 'یاوه ', 'حرف مفت', 'مذبوحانه', 'بینتیجه', 'بیفایده', 'هدر', 'هرز', 'هرزه', 'یاوه', 'مزخرف']","[' مثمر', 'بیثمر', 'بیحاصل']"
لحن,"['آوا', 'آواز', 'آهنگ', 'صوت', 'نغمه', 'نوا', 'صوت', 'دستان', 'آوا', 'آهنگ', 'نوا']",nothing
چربش,"[' پیه', 'چربی', 'روغن ۲. رجحان', 'فزونی', 'برتری', 'تفوق ۳. غلبه', 'چیرگی']",nothing
شرر,"['اخگر', 'بارقه', 'جرقه', 'شرار', 'شراره', 'شعله', 'لهب', 'لهیب', 'لهب', 'شرار', 'شراره', 'لهیب', 'اخگر', 'جرقه', 'شعله', 'شهاب', 'نایره', 'بارقه', 'آتش']",nothing
خرمی,"['تازگی', 'شادابی', 'شادی', 'نزهت', 'نشاط', 'نضارت ', 'سرسبزی', 'نضرت', 'شادابی', 'نضارت', 'طراوت', 'تازگی', 'نشاط', 'شادی']","[' بیطراوتی', 'پژمردگی']"
خواری,"['پستی', 'تحقیر', 'حقارت', 'خضوع', 'خزیه', 'خزی', 'خفت', 'دونی', 'ذلت', 'زبونی', 'ضرع', 'فرومایگی', 'فلاکت', 'مذلت', 'مهانت', 'هوان ', 'ذلت', 'دونی', 'استحقار', 'هوان', 'سرافکندگی', 'خضوع', 'سرشکستگی', 'خفت', 'حقارت', 'زاری']","[' عز', 'خاکساری']"
چرند,"['بیربط', 'بیمعنی', 'بیهوده', 'پوچ', 'چرت', 'لاطائل', 'مزخرف', 'مهمل', 'نامربوط', 'یاوه', 'چرتوپرت', 'ژاژ', 'چرت', 'بیمعنی', 'پوچ', 'هوایی', 'نامربوط', 'یاوه', 'بیربط', 'مهمل']",nothing
اعمی,"['بیچشم', 'روشندل', 'کور', 'نابینا ', 'روشندل', 'بیچشم', 'کور', 'نابینا']","[' بینا', 'ضریر', 'بینا', 'عاجز']"
بایست,['لازم'],nothing
چشمه‌ها,['سراب'],nothing
والد,"['اب', 'ابوی', 'بابا', 'پدر ']","[' مادر', 'والده', 'ابوی', 'والده', 'اب', 'پدر', 'بابا']"
باریک,"[' کمحجم', 'کمقطر', 'نازک ', 'تکیده', 'لاغراندام', 'نازکتن', 'رقیق', 'لاغر']","[' ضخیم', 'ستبر  تنگ', 'کمعرض ', 'قطور', 'عریض', 'ضخیم', 'کلفت', 'باری', 'نازک']"
ممتحن,"['آزما', 'آزمایشگر', 'آزماینده', 'امتحانکننده', 'آزماینده', 'آزمایشگر']",nothing
کیوان,"['زحل', 'زحل']",nothing
فشار,"[' تنگی', 'سختی', 'ضیق  اختناق', 'تضییق  تنگی', 'جبر', 'حرج', 'زور', 'عقده', 'عقده', 'زور', 'جبر', 'حرج', 'سختی']","['تنگنا', 'تنگی']"
چارق,"['پاتابه', 'کفش', 'چارغ', 'پایافزار', 'پایپوش', 'روسری', 'چارقد', 'حجاب']",nothing
داور,"['حاکم', 'حکم', 'قاضی', 'میانجی', 'هیربد', 'حکم', 'قاضی', 'دادرس', 'دادستان', 'فیصل', 'میانجی', 'حاکم']",nothing
تعالی,"[' برتری', 'بلندی', 'پیشرفت', 'ترقی', 'رفعت  بلندپایه شدن', 'بلندقدر شدن', 'رفعت یافتن', 'پیشرفت', 'اعتلا', 'رفعت']","['ترقی', 'پیشروی']"
غنی,"['بینیاز', 'پولدار', 'توانگر', 'ثروتمند', 'مالدار', 'متعین ', 'بینیاز', 'دارا', 'دارنده', 'کمپانی', 'پولدار', 'تاجر', 'چیزدار']","[' فقیر', 'صمد', 'کمبضاعت', 'منعم', 'مستغنی', 'محتاج شدن']"
سنان,"['سرنیزه', 'نبراس', 'نیزه', 'دندان', 'سرنیزه', 'چاقو']",nothing
مهین,"[' خوار', 'زبون  سست', 'ضعیف  بزرگتر', 'بزرگ', 'بزرگترین ']",[' کهین']
تفت,"[' تابش', 'حرارت', 'گرمی', 'هرم ۲. باشتاب', 'تند ۳. سبد چوبی', 'حرارت']",nothing
اصطلاح,"[' تعبیر', 'زبان', 'کلمه', 'واژه ۲. سازش', 'صلح', 'حد']",nothing
دین‌ها,"['بدهی', 'شریعت', 'بیایمانی', 'شرع', 'قرض', 'ملت', 'وام']",nothing
عقل‌ها,"['خردباختگی', 'جنون', 'ذکاوت', 'بیذکاوت', 'خرد', 'حلم', 'سابقسابق', 'بیکله']",nothing
نایی,"['نایزن', 'نیزن', 'نینواز']",nothing
حروف,['خط'],nothing
حجام,"[' حجامتچی', 'خونگیر', 'رگزن', 'فصاد', 'حجامتگر ۲. سرتراش', 'سلمانی', 'رگزن', 'فصاد', 'خونگیر، خونگیر']",nothing
محنتی,['محنتکش'],nothing
دلخواه,"['بابطبع', 'پسند', 'دلپذیر', 'دلپسند', 'مرغوب', 'مطبوع', 'مطلوب', 'طبعنواز', 'دلنشین', 'دلپذیر', 'دلپسند', 'دلچسب', 'دلاویز', 'مرغوب', 'مطبوع', 'مطلوب', 'پسند']","['حسابی', 'موافق']"
نحیف,"['باریکاندام', 'ضعیف', 'لاغر', 'ناتوان', 'نزار ', 'ضریر', 'بیزور', 'ضعیف', 'لاغر', 'وغب', 'زار', 'ناتوان']","[' قوی', 'قلچماق', 'نزار']"
مکار,"[' حیلهباز', 'حیلهگر', 'خدعهگر', 'دغل', 'دغلکار', 'ریاکار', 'شیاد', 'محتال', 'محیل', 'مزور', 'ناقلا  عشوهگر', 'عیار', 'فریبکار', 'فریبنده', 'فریبکار', 'ماکر', 'مخادع', 'حیلتساز', 'مردمفریب', 'مهرهباز', 'خدعهگر', 'دغلکار', 'ریاکار', 'فریبکار', 'مزور', 'محتال']",['شیاد']
ریحان,"['ضیمران', 'سبزیجات']",nothing
روحی,"[' روحانی', 'معنوی  روانی ', 'معنوی']","[' مادی', 'بدنی', 'روحانی']"
زاویه,"[' کنج', 'گوشه  بیعت', 'خانقاه', 'دیر', 'صومعه', 'عبادتخانه', 'معبد', 'تکیه  خلوتخانه', 'خلوتکده  خانه', 'مسکن  حجره', 'غرفه', 'سهکنج', 'گوه', 'لحاظ', 'کنج']",['خلوت']
گستاخ,"['بیآزرم', 'بیادب', 'بیباک', 'بیپروا', 'بیحیا', 'بیشرم', 'پررو', 'جسور', 'دریده', 'شوخدیده', 'شوخ', 'غره', 'فضول', 'لجوج', 'متهور', 'نافرهیخته', 'نامودب', 'وقیح', 'سبکرو', 'شطاح', 'شوخچشم', 'شوخدیده', 'نامودب', 'فضول', 'بینزاکت', 'نافرهیخته', 'متهور']",['خجول']
هاتف,"['سروش', 'منادی', 'منادی', 'سروش']",nothing
توانگر,"[' بینیاز', 'تاجر', 'ثروتمند', 'دارا', 'دولتمند', 'غنی', 'مالدار', 'مایهور', 'متعین', 'متمکن', 'متمول', 'متنعم', 'مستطیع', 'مستغنی', 'منعم ', 'غنی', 'بینیاز', 'منعم', 'خرپول', 'دولتمند', 'مستطیع', 'متمول']","[' فقیر', 'درویش  توانا', 'قادر', 'زورمند', 'قوی ', 'دارا', 'مستغنی', 'پولدار', 'مالدار مالدار', 'مایهدار']"
سیری,"[' اشباع  پررنگی ', 'پری']","[' گرسنگی', 'جوع', 'مجاعه', 'گرسنگی']"
کژی,"[' انحراف  اعوجاج', 'خمیدگی', 'کجی  نادرستی  دروغ', 'ناراستی ', 'اعوجاج', 'کجی', 'نادرستی', 'ناراستی']","[' راستی', 'راستا', 'انحراف']"
مسافر,"[' سفرکننده  توریست', 'جهانگرد', 'سیاح', 'مهاجر', 'سفرکرده', 'رهسپار', 'سیاح', 'راهرو']","['سرنشین', 'طاری', 'مهاجر', 'خانهبهدوش']"
انباز,"[' حصهدار', 'سهیم', 'شریکالمال', 'شریک', 'همبخش  مانند', 'مثل', 'همتا', 'همباز', 'همبخش', 'سهیم', 'شریکالمال']",['بهرهدار']
الوداع,"['خداحافظ', 'بدرود']",nothing
سرکشی,"[' بغی', 'تمرد', 'توسنی', 'سرپیچی', 'طغیان', 'عصیان', 'گردنکشی', 'مخالفت', 'نافرمانی', 'یاغیگری  بازدید', 'بازرسی', 'ملاقات', 'دیدار ', 'بغاوت', 'توسنی', 'ستیزگی', 'بازرسی', 'سرگرایی', 'گردنکشی', 'ملاقات']","[' انقیاد', 'ستیزهخویی', 'تمرد کردن']"
پیاپی,"['پیدرپی', 'دمادم', 'متواتر', 'متوالی', 'مداوم', 'مستمر', 'متوالیاً', 'دمادم', 'دمبدم', 'علیالدوام', 'مکررمکرر', 'پیدرپی', 'مداوم', 'بلاانقطاع']",nothing
ربا,"['تنزیل', 'ربح', 'سود', 'فایده', 'مرابحه', 'نزول', 'ربح', 'مرابحه', 'نزول']",['منفعت']
ناخوشی,"[' بیماری', 'درد', 'عارضه', 'کسالت', 'مرض', 'مریضی', 'نقاهت  ضدیت', 'کدورت', 'نقار  تلخی', 'مرارت', 'ناگواری  غمگینی', 'ناخوشدلی', 'ناشادی  بدمزگی ', 'سیفلیس', 'نقاهت', 'کسالت', 'تلخی', 'درد']","[' خوشی', 'سلامت', 'بدمزگی', 'تندرستی', 'داء', 'سقم', 'مرض', 'بیماری']"
فرج,"['گشایش', 'گشاد']",nothing
حور,"[' پری', 'حورالعین', 'حوری', 'زنبهشتی  بهشتیرو', 'زیبا  بیضا', 'سپیداندام  سیهچشم', 'سیمینبر']","['سیاهپوست', 'پری']"
وکیل,"[' نماینده ۲. پیشکار', 'کارگزار', 'مباشر', 'ناظر ۳. قایممقام', 'گماشته', 'مامور', 'ناظر', 'نایب', 'وصی ۴. قیم', 'ولی ۵. قانوندان', 'مدافع ۶. سرجوخه', 'قیم', 'کارگزار', 'قایممقام', 'وصی', 'نایب', 'گماشته', 'مباشر']",nothing
تاز,"[' سفله', 'فرومایه ۲. امرد', 'مخنث ۳. تاختن']",nothing
خیز,"[' پرش', 'جست', 'جهش  تاخت  جهیدن  ارتفاع', 'بلندی (ایوان', 'دیوار', 'طاق)', 'جهیدن', 'جست', 'دو']",['تاخت']
وبال,"['بدبختی', 'بدفرجامی', 'تقصیر', 'سختی', 'عذاب', 'عذاب', 'نکبت', 'ورز', 'عذاب', 'وزر']",['نکبت']
فرجه,"[' امان', 'ضربالاجل', 'فاصله', 'فرصت', 'مهلت ۲. درز', 'رخنه', 'شکاف', 'ضربالاجل', 'استمهال', 'مهلت', 'فرصت']",nothing
افلاس,"['اعسار', 'بیچیزی', 'بینوایی', 'تنگدستی', 'تهیدستی', 'عسرت', 'فاقه', 'فقر', 'مسکنت', 'مفلسی', 'نداری', 'نیازمندی', 'ورشکستگی ', 'ورشکستگی', 'اعسار', 'خانهخرابی', 'نداری', 'فاقه', 'ناداری', 'مفلسی', 'نیازمندی', 'عسرت', 'بیچیزی', 'تنگدستی تنگدستی']","[' یسر', 'مسکنت', 'بیپولی']"
نسیه,"['استقراض', 'غیرنقدی', 'قرضی', 'قرض', 'نسیئه', 'وام ', 'قرضی', 'قرض']","[' نقد', 'وام', 'نقد']"
قرض,"[' استقراض', 'بدهی', 'دین', 'قرضه', 'نسیه', 'وام  بریدن', 'قطع کردن', 'گسستن ', 'قرضه', 'وامخواهی', 'دین', 'استقراض', 'بدهی', 'نسیه', 'فام', 'وام', 'آلودگی']","[' طلب', 'طلب']"
سلیم,"[' آرام', 'رام', 'مطیع ', 'روشنضمیر', 'خوددار', 'حلیم', 'صلحجو']","[' نافرمان  حلیم', 'روشنضمیر', 'صلحجو  بیعیب', 'تندرست', 'سالم ', 'عصبانی', 'عصبی', 'غوغایی', 'شرور', 'حادثهجو', 'غوغاگر', 'شریر', 'ماجراجو', 'ماجراطلب']"
پگاه,"[' بامداد', 'سپیدهدم', 'سحر', 'صبح', 'صبحدم', 'فجر', 'فلق  زود ', 'خروسخوان', 'زود', 'سحر', 'صبحدم', 'صبح', 'صبوح', 'فجر', 'بگاه', 'سپیدهدم', 'فلق', 'بامداد']","[' دیر', 'بام', 'بیگاه']"
قلتبان,"['جاکش', 'دیوث', 'قرمساق', 'قواد', 'قرمساق', 'قواد', 'دیوث']",nothing
دقیق,"[' ظریف', 'نازک', 'نرم  باریک', 'باریکبین', 'ژرفنگر', 'کنجکاو', 'نازک', 'نکتهبین', 'نکتهسنج', 'ژرفنگر', 'موشکاف', 'نکتهبین', 'نازکبین', 'کنجکاو', 'حرفبهحرف', 'باریکبین', 'تیزچشم', 'نکتهسنج']","['بیدقت', 'تقریبی']"
سرشت,"[' آفرینش', 'خلقت', '۲. آمیزه ۳. اصل', 'جنس', 'خمیره ۴. جنم', 'خلقوخو', 'خو', 'ضریبه', 'ذات ۵. سجیه', 'سیرت ۶. شمال', 'طبع', 'طبیعت', 'طینت', 'غریزه', 'فطرت', 'جبلت ۷. مزاج', 'نهاد ۸. خمیرمایه', 'گوهر', 'جوهره', 'غریزه', 'جبلت', 'شمال', 'فطرت', 'خمیره', 'ذات', 'سیرت']",nothing
ملاحت,"[' جاذبه', 'جذبه', 'خوشگلی', 'دلفریبی', 'شیرینرفتاری', 'لطافت  نمکین بودن', 'بانمک بودن', 'ملیح بودن  خوبرو بودن', 'شیرین رفتار بودن', 'جذابیت', 'قشنگی', 'لطافت']","['خوبرویی خوبرویی', 'خوشگلی خوشگلی', 'جاذبه', 'صباحت']"
معدن,"[' کانسار', 'کان ۲. اصل ۳. سرچشمه', 'منشا', 'کانسار', 'مخزن']",nothing
بیست,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز', 'خاطی']",nothing
وزر,"[' بزه', 'گناه', 'معصیت ۲. ثقل', 'سنگینی', 'گرانی ۳. نکبت', 'وبال']",nothing
طواف,"[' تطوف', 'دورزنی', 'زیارت', 'طوف', 'گردش', ' گرد چیزی گشتن', 'دستفروش', 'دورهگرد', 'کاسب دورهگرد ', 'دستفروش', 'زیارت', 'گشتن']",[' مغازهدار']
ایزدی,"['الهی', 'خدایی', 'ربانی', 'یزدانی', 'الهی', 'یزدانی', 'اهورایی', 'خدایی', 'ربانی', 'ملکوتی']",nothing
نزع,"['احتضار', 'جانکندن', 'جدایی', 'رحلت', 'رحلت']",nothing
همراهان,"['ملتزمین', 'موکب', 'موکب', 'اصحاب']",nothing
نامدار,"['اسمی', 'بنام', 'سرشناس', 'شهره', 'شهیر', 'مشهور', 'معروف', 'معنون', 'نامآور', 'نامور ', 'شهره', 'مشتهر', 'بنام', 'نامآور', 'سرشناس', 'شهیر', 'اسمی', 'بلندآوازه', 'نامور']","[' گمنام', 'بینامونشان', 'مشتهر شدن']"
نمی‌باید,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز', 'خاطی']",nothing
کوفت,"[' سیفلیس', 'ضربت ۲. کوبش ۳. آزار', 'اذیت', 'صدمه', 'سفلیس', 'آتشک', 'سیفلیس', 'ضربت']",nothing
پاس,"[' بار', 'دفعه', 'مرتبه', 'نوبت ۲. حراست', 'محافظت', 'مراقبت', 'نگاهبانی ۳. احترام', 'ادب', 'اعزاز', 'پاسداری', 'حرمت', 'مراعات', 'ملاحظه ۴. بهر', 'حصه', 'قسمت ۵. رد', 'ردتوپ', 'نگاهبانی', 'دفعه', 'اعزاز', 'رعایت', 'مرتبه', 'احترام']",nothing
دنی,"['پست', 'حقیر', 'خوار', 'دون', 'فرومایه', 'ناکس ', 'دونصفت', 'رذل', 'سفله', 'لاک', 'لئیم', 'نامردم', 'دون', 'خوار', 'فرومایه', 'لاش']","[' والا', 'سافل', 'گرانقدر']"
اعتماد,"['اتکا', 'استظهار', 'استواری', 'اطمینان', 'پشتگرمی', 'تکیه', 'توکل', 'ثقه', 'دلگرمی', 'وثوق', 'دلگرمی', 'استظهار', 'وثوق', 'اتکا', 'پشتگرمی', 'خاطرجمعی', 'اطمینان', 'ثقه', 'تکیه']",nothing
سفیه,"['ابله', 'احمق', 'بله', 'بیشعور', 'بیعقل', 'خل', 'کانا', 'کمخرد', 'کمشعور', 'کمعقل', 'کمهوش', 'کودن', 'نادان ', 'کمهوش', 'خل', 'کمعقل', 'خنگ', 'بیشعور', 'بیعقل', 'ابله', 'نادان']","[' عاقل', 'ذکی', 'خردپیشه']"
آل,"[' اولاد', 'تبار', 'خاندان', 'دودمان', 'سلاله', 'سلسله', 'طایفه', 'عترت', 'قبیله', 'نسل  احمر', 'سرخ', 'قرمز  پری', 'جن', 'زائوترسان  سراب', 'قرمز', 'گلی', 'سراب', 'جن', 'عشیره', 'فامیل', 'قبیله', 'خاندان', 'دودمان']",['سرخ']
فتوی,['فتوا'],nothing
گفت‌تر,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی']",nothing
سپند,"['اسفند', 'سپنج', 'سپندان']",nothing
بابا,"[' اب', 'پدر', 'والد ', 'ابوی', 'اب', 'والد', 'مامان', 'پدر', 'کس', 'بزرگ']","[' ام', 'مادر', 'مام  شخص', 'کس  فلانی', 'مردک  یارو', 'طرف', 'فلانی  بزرگ  پیر', 'پیرمرد ', 'شخص', 'آقا', 'باب']"
تلبیس,"[' آمیختگی', 'تدلیس', 'تهویه', 'حیله', 'دروغپردازی', 'دسیسه', 'نیرنگ', 'مکر', 'تزویر', 'خدعه', 'ریا', 'نیرنگسازی  نیرنگ ساختن  حقیقتپوشی', 'دروغپردازی', 'دسیسه', 'تظاهر', 'حیله']",['پوشیدن']
بندها,['مفاصل'],nothing
دعاها,['صلوات'],nothing
خانقاهی,"[' مربوط به خانقاه', 'منسوب به خانقاه ۲. صوفی', 'درویش']",nothing
برف,"['ثلج', 'بشک', 'فنجا ']","[' باران', 'تگرگ']"
اشکار,"['پدید', 'زیرجلی', 'منجلی', 'مصرح', 'مضمر']",nothing
مشورت,"['تدبیر', 'رای', 'رایزنی', 'شور', 'مشاوره', 'رایزنی', 'کنکاش', 'مشاوره', 'تدبیر']",nothing
می‌شدند,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز']",nothing
نصرت,"[' پیروزی', 'ظفر', 'غلبه', 'فتح  کمک', 'مدد', 'یاری ', 'نصر', 'یاوری', 'خوازه', 'غلبه']","[' هزیمت', 'ظفر', 'فتح', 'پیروزی']"
ماضی,"[' قبل', 'گذشته', 'زمانگذشته', 'پیشین', 'سابق', 'ماضیه  طی شده', 'سپریشده', 'گذشته']","['مضارع', 'آتیه', 'پیش']"
انگور,"['تاک', 'رز', 'رزبن', 'مو', 'عنب', 'رز', 'تاک']",['مویز']
محض,"[' بیآمیغ', 'پاک', 'خالص', 'ناب  بحت صرف  فقط  بهخاطر', 'برای', 'صرف', 'فقط', 'بیآمیغ', 'ناب', 'پاک']","['حتمحتم', 'صمیم', 'خالی', 'تا']"
ملال,"['آزردگی', 'افسردگی', 'اندوه', 'اندوهگینی', 'بیزاری', 'حزن', 'رنج', 'رنجش', 'غم', 'ملالت ', 'اندوهگینی', 'آزردگی', 'حزن', 'رنجش', 'ضجرت', 'کدورت', 'رنج', 'اندوه', 'بیزاری']",[' انبساط']
اطفال,"['بچهها', 'خردسالان', 'کودکان', 'نوباوگان']",nothing
یتیم,"[' بیپدر', 'پدرمرده  بیمانند', 'بینظیر']",['بیمانند']
خرس,"['دب', 'لالی', 'گنگی', 'بیزبانی', 'بارگی']",nothing
صبی,"['پسر', 'فرزند', 'کودک ', 'کودک', 'فرزند']","[' صبیه', 'پسر']"
زهری,"['زهرآگین', 'زهرآلود', 'سمدار', 'سمی', 'مسموم', 'مسموم']",['سمدار']
قانع,"[' خرسند', 'خشنود', 'راضی', 'متقاعد  سازگار', 'صرفهجو', 'قناعتپیشه', 'مقنع  متقاعد', 'مطمئن  سیر ', 'صرفهجو', 'بسندهکار', 'قناعتپیشه', 'ارضا', 'اقناع']","[' ناخشنود', 'زیادهطلب', 'دندانگرد', 'طمعکار طمعکار', 'آزپیشه', 'آزمند', 'آزور']"
نخوت,"['افاده', 'تکبر', 'خودبزرگبینی', 'خودبینی', 'خودپرستی', 'خودپسندی', 'خودخواهی', 'عجب', 'غرور', 'کبر ', 'خودبزرگبینی', 'سرگرانی', 'کبر', 'ابا']","[' خشوع', 'خودخواهی', 'خودپرستی', 'خودپسندی', 'خودبینی', 'غرور', 'تکبر']"
ساحل,"['شاطی', 'عراق', 'کرانه', 'کنار', 'کناردریا', 'کنارهور', 'شاطی', 'کناره', 'کرانه', 'لب', 'کران', 'کنار']",nothing
عاطل,"['باطل', 'بیکار', 'بیمعنی', 'بیهوده', 'لغو', 'معطل', 'ول', 'لغو', 'معطل', 'بیهوده']","['بیکار', 'باطل']"
نادان,"['ابله', 'احمق', 'بیاطلاع', 'بیخرد', 'بیدانش', 'بیسواد', 'بیشعور', 'بیعقل', 'بیمعرفت', 'جاهل', 'دنگ', 'ساده', 'سفیه', 'عامی', 'غافل', 'غافل', 'کالیو', 'کانا', 'کمعقل', 'کمهوش', 'کودن', 'گاوریش', 'گول', 'ناشناسا', 'نفهم ', 'نفهم', 'گاوریش', 'دنگ', 'بیمعرفت']","[' دانا', 'بیاطلاع', 'بیعلم', 'نافرزانه', 'عامی', 'کمخرد', 'فرزانه', 'اریب', 'تهیمغز', 'دانا']"
موحد,"['توحیدگرا', 'حنیف', 'خداشناس', 'یکتاپرست یکگرا', 'یکتاگرا ', 'خداپرست']","[' بتپرست', 'بتپرست', 'یکتاپرست', 'خداشناس', 'مشرک', 'حنیف']"
